id,character,episode,world,category,source_position,name,area,count_scope,detail_status,source
bbsfm:terra:land-of-departure:treasure:1,Terra,main,Land of Departure,treasure,1,Pulsing Crystal,Mountain Path,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Land_of_Departure
bbsfm:aqua:deep-space:treasure:5,Aqua,main,Deep Space,treasure,5,Map,Turo Transporter,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:aqua:deep-space:treasure:6,Aqua,main,Deep Space,treasure,6,Hi-Potion,Durgon Transporter,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:aqua:deep-space:treasure:7,Aqua,main,Deep Space,treasure,7,Ether,Control Room,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:aqua:deep-space:treasure:8,Aqua,main,Deep Space,treasure,8,Balloon Letter,Control Room,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:aqua:deep-space:treasure:9,Aqua,main,Deep Space,treasure,9,Fire Surge,Ship Hub,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:aqua:deep-space:treasure:10,Aqua,main,Deep Space,treasure,10,Prism Rain,Ship Hub,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:aqua:deep-space:treasure:11,Aqua,main,Deep Space,treasure,11,Zero Gravira,Launch Deck,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:aqua:deep-space:treasure:12,Aqua,main,Deep Space,treasure,12,Hungry Crystal,Launch Deck,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:aqua:deep-space:treasure:13,Aqua,main,Deep Space,treasure,13,Mega-Ether,Launch Deck,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:aqua:deep-space:treasure:14,Aqua,main,Deep Space,treasure,14,Mega Attack Recipe,Machinery Bay Access,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Deep_Space
bbsfm:terra:neverland:treasure:1,Terra,main,Neverland,treasure,1,Hi-Potion,Cove,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:terra:neverland:treasure:2,Terra,main,Neverland,treasure,2,Ether,Cove,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:terra:neverland:treasure:3,Terra,main,Neverland,treasure,3,Hi-Potion,Cliff Path,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:terra:neverland:treasure:4,Terra,main,Neverland,treasure,4,Mega-Potion,Cliff Path,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:terra:neverland:treasure:5,Terra,main,Neverland,treasure,5,Firaga,Cliff Path,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:terra:neverland:treasure:6,Terra,main,Neverland,treasure,6,Dark Haze,Mermaid Lagoon,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:terra:neverland:treasure:7,Terra,main,Neverland,treasure,7,Geo Impact,Mermaid Lagoon,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:terra:neverland:treasure:8,Terra,main,Neverland,treasure,8,Elixir,Mermaid Lagoon,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:terra:neverland:treasure:9,Terra,main,Neverland,treasure,9,Hi-Potion,Jungle Clearing,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:terra:neverland:treasure:10,Terra,main,Neverland,treasure,10,Shimmering Crystal,Peter's Hideout,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:terra:neverland:treasure:11,Terra,main,Neverland,treasure,11,Mega Magic Recipe,Peter's Hideout,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:terra:neverland:treasure:12,Terra,main,Neverland,treasure,12,Map,Gulley,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:terra:neverland:treasure:13,Terra,main,Neverland,treasure,13,Hi-Potion,Gulley,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:terra:neverland:treasure:14,Terra,main,Neverland,treasure,14,Megalixir,Rainbow Falls: Base,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:terra:neverland:treasure:15,Terra,main,Neverland,treasure,15,Zero Graviga,Rainbow Falls: Base,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:terra:neverland:treasure:16,Terra,main,Neverland,treasure,16,Abounding Crystal,Rainbow Falls: Crest,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:terra:neverland:treasure:17,Terra,main,Neverland,treasure,17,Panacea,Skull Rock: Entrance,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:terra:neverland:treasure:18,Terra,main,Neverland,treasure,18,Megalixir,Skull Rock: Cavern,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:terra:neverland:treasure:19,Terra,main,Neverland,treasure,19,Ars Solum,Skull Rock: Cavern,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:terra:neverland:treasure:20,Terra,main,Neverland,treasure,20,Chaos Crystal,Skull Rock: Cavern,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:ventus:neverland:treasure:1,Ventus,main,Neverland,treasure,1,Megalixir,Cove,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:ventus:neverland:treasure:2,Ventus,main,Neverland,treasure,2,Mega-Potion,Cove,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:ventus:neverland:treasure:3,Ventus,main,Neverland,treasure,3,Ether,Cove,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:ventus:neverland:treasure:4,Ventus,main,Neverland,treasure,4,Hi-Potion,Cliff Path,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:ventus:neverland:treasure:5,Ventus,main,Neverland,treasure,5,Firaga,Cliff Path,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:ventus:neverland:treasure:6,Ventus,main,Neverland,treasure,6,Treasure Raid,Cliff Path,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:ventus:neverland:treasure:7,Ventus,main,Neverland,treasure,7,Aeroga,Mermaid Lagoon,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:ventus:neverland:treasure:8,Ventus,main,Neverland,treasure,8,Blitz,Mermaid Lagoon,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:ventus:neverland:treasure:9,Ventus,main,Neverland,treasure,9,Elixir,Mermaid Lagoon,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:ventus:neverland:treasure:10,Ventus,main,Neverland,treasure,10,Hi-Potion,Seacoast,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:ventus:neverland:treasure:11,Ventus,main,Neverland,treasure,11,Panacea,Seacoast,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:ventus:neverland:treasure:12,Ventus,main,Neverland,treasure,12,Balloon Letter,Jungle Clearing,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:ventus:neverland:treasure:13,Ventus,main,Neverland,treasure,13,Mega-Ether,Peter's Hideout,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:ventus:neverland:treasure:14,Ventus,main,Neverland,treasure,14,Fleeting Crystal,Peter's Hideout,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:ventus:neverland:treasure:15,Ventus,main,Neverland,treasure,15,Map,Gulley,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:ventus:neverland:treasure:16,Ventus,main,Neverland,treasure,16,Abounding Crystal,Gulley,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:ventus:neverland:treasure:17,Ventus,main,Neverland,treasure,17,Megalixir,Rainbow Falls: Base,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:aqua:neverland:treasure:1,Aqua,main,Neverland,treasure,1,Firaga Burst,Mermaid Lagoon,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:aqua:neverland:treasure:2,Aqua,main,Neverland,treasure,2,Elixir,Mermaid Lagoon,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:aqua:neverland:treasure:3,Aqua,main,Neverland,treasure,3,Hi-Potion,Seacoast,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:aqua:neverland:treasure:4,Aqua,main,Neverland,treasure,4,Ether,Seacoast,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:aqua:neverland:treasure:5,Aqua,main,Neverland,treasure,5,Hi-Potion,Jungle Clearing,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:aqua:neverland:treasure:6,Aqua,main,Neverland,treasure,6,Mine Shield,Peter's Hideout,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:aqua:neverland:treasure:7,Aqua,main,Neverland,treasure,7,Elixir,Peter's Hideout,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:aqua:neverland:treasure:8,Aqua,main,Neverland,treasure,8,Map,Gulley,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:aqua:neverland:treasure:9,Aqua,main,Neverland,treasure,9,Mega-Potion,Gulley,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:aqua:neverland:treasure:10,Aqua,main,Neverland,treasure,10,Panacea,Rainbow Falls: Base,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:aqua:neverland:treasure:11,Aqua,main,Neverland,treasure,11,Fleeting Crystal,Rainbow Falls: Base,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:aqua:neverland:treasure:12,Aqua,main,Neverland,treasure,12,Time Splicer,Rainbow Falls: Ascent,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:aqua:neverland:treasure:13,Aqua,main,Neverland,treasure,13,Thundaga,Rainbow Falls: Ascent,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:aqua:neverland:treasure:14,Aqua,main,Neverland,treasure,14,Chaos Crystal,Rainbow Falls: Ascent,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:aqua:neverland:treasure:15,Aqua,main,Neverland,treasure,15,Firaga,Rainbow Falls: Ascent,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:aqua:neverland:treasure:16,Aqua,main,Neverland,treasure,16,Mega-Ether,Rainbow Falls: Crest,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Neverland
bbsfm:terra:mysterious-tower:treasure:1,Terra,main,Mysterious Tower,treasure,1,Pulsing Crystal,Mysterious Tower,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Mysterious_Tower
bbsfm:terra:mysterious-tower:treasure:2,Terra,main,Mysterious Tower,treasure,2,Balloon Letter,Mysterious Tower,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Mysterious_Tower
bbsfm:terra:mysterious-tower:treasure:3,Terra,main,Mysterious Tower,treasure,3,Cure,Mysterious Tower,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Mysterious_Tower
bbsfm:terra:mysterious-tower:treasure:4,Terra,main,Mysterious Tower,treasure,4,Magic Recipe,Tower Entrance,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Mysterious_Tower
bbsfm:ventus:mysterious-tower:treasure:1,Ventus,main,Mysterious Tower,treasure,1,Magnega,Mysterious Tower,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Mysterious_Tower
bbsfm:ventus:mysterious-tower:treasure:2,Ventus,main,Mysterious Tower,treasure,2,Wellspring Crystal,Mysterious Tower,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Mysterious_Tower
bbsfm:ventus:mysterious-tower:treasure:3,Ventus,main,Mysterious Tower,treasure,3,Chaos Crystal,Mysterious Tower,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Mysterious_Tower
bbsfm:ventus:mysterious-tower:treasure:4,Ventus,main,Mysterious Tower,treasure,4,Mega Magic Recipe,Tower Entrance,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Mysterious_Tower
bbsfm:aqua:mysterious-tower:treasure:1,Aqua,main,Mysterious Tower,treasure,1,Magnega,Mysterious Tower,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Mysterious_Tower
bbsfm:aqua:mysterious-tower:treasure:2,Aqua,main,Mysterious Tower,treasure,2,Shimmering Crystal,Mysterious Tower,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Mysterious_Tower
bbsfm:aqua:mysterious-tower:treasure:3,Aqua,main,Mysterious Tower,treasure,3,Megalixir,Mysterious Tower,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Mysterious_Tower
bbsfm:aqua:mysterious-tower:treasure:4,Aqua,main,Mysterious Tower,treasure,4,Mega Attack Recipe,Tower Entrance,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Mysterious_Tower
bbsfm:terra:keyblade-graveyard:treasure:1,Terra,main,Keyblade Graveyard,treasure,1,Elixir,Seat of War,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Keyblade_Graveyard
bbsfm:terra:keyblade-graveyard:treasure:2,Terra,main,Keyblade Graveyard,treasure,2,Mega-Potion,Seat of War,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Keyblade_Graveyard
bbsfm:terra:keyblade-graveyard:treasure:3,Terra,main,Keyblade Graveyard,treasure,3,Map,Seat of War,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Keyblade_Graveyard
bbsfm:terra:keyblade-graveyard:treasure:4,Terra,main,Keyblade Graveyard,treasure,4,Windcutter,Twister Trench,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Keyblade_Graveyard
bbsfm:terra:keyblade-graveyard:treasure:5,Terra,main,Keyblade Graveyard,treasure,5,Mega-Potion,Twister Trench,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Keyblade_Graveyard
bbsfm:terra:keyblade-graveyard:treasure:6,Terra,main,Keyblade Graveyard,treasure,6,Mega-Ether,Twister Trench,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Keyblade_Graveyard
bbsfm:terra:keyblade-graveyard:treasure:7,Terra,main,Keyblade Graveyard,treasure,7,Megalixir,Twister Trench,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Keyblade_Graveyard
bbsfm:ventus:keyblade-graveyard:treasure:1,Ventus,main,Keyblade Graveyard,treasure,1,Elixir,Seat of War,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Keyblade_Graveyard
bbsfm:ventus:keyblade-graveyard:treasure:2,Ventus,main,Keyblade Graveyard,treasure,2,Mega-Potion,Seat of War,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Keyblade_Graveyard
bbsfm:ventus:keyblade-graveyard:treasure:3,Ventus,main,Keyblade Graveyard,treasure,3,Map,Seat of War,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Keyblade_Graveyard
bbsfm:ventus:keyblade-graveyard:treasure:4,Ventus,main,Keyblade Graveyard,treasure,4,Wind Raid,Twister Trench,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Keyblade_Graveyard
bbsfm:ventus:keyblade-graveyard:treasure:5,Ventus,main,Keyblade Graveyard,treasure,5,Mega-Ether,Twister Trench,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Keyblade_Graveyard
bbsfm:ventus:keyblade-graveyard:treasure:6,Ventus,main,Keyblade Graveyard,treasure,6,Mega-Potion,Twister Trench,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Keyblade_Graveyard
bbsfm:ventus:keyblade-graveyard:treasure:7,Ventus,main,Keyblade Graveyard,treasure,7,Megalixir,Twister Trench,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Keyblade_Graveyard
bbsfm:ventus:keyblade-graveyard:treasure:8,Ventus,main,Keyblade Graveyard,treasure,8,Elixir,Twister Trench,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Keyblade_Graveyard
bbsfm:ventus:keyblade-graveyard:treasure:9,Ventus,main,Keyblade Graveyard,treasure,9,Xehanort's Report XII,Seat of War,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Keyblade_Graveyard
bbsfm:aqua:keyblade-graveyard:treasure:1,Aqua,main,Keyblade Graveyard,treasure,1,Elixir,Seat of War,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Keyblade_Graveyard
bbsfm:aqua:keyblade-graveyard:treasure:2,Aqua,main,Keyblade Graveyard,treasure,2,Mega-Potion,Seat of War,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Keyblade_Graveyard
bbsfm:aqua:keyblade-graveyard:treasure:3,Aqua,main,Keyblade Graveyard,treasure,3,Map,Seat of War,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Keyblade_Graveyard
bbsfm:aqua:keyblade-graveyard:treasure:4,Aqua,main,Keyblade Graveyard,treasure,4,Aeroga,Twister Trench,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Keyblade_Graveyard
bbsfm:aqua:keyblade-graveyard:treasure:5,Aqua,main,Keyblade Graveyard,treasure,5,Mega-Ether,Twister Trench,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Keyblade_Graveyard
bbsfm:aqua:keyblade-graveyard:treasure:6,Aqua,main,Keyblade Graveyard,treasure,6,Mega-Potion,Twister Trench,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Keyblade_Graveyard
bbsfm:aqua:keyblade-graveyard:treasure:7,Aqua,main,Keyblade Graveyard,treasure,7,Megalixir,Twister Trench,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Keyblade_Graveyard
bbsfm:aqua:secret-episode:treasure:1,Aqua,secret-episode,Realm of Darkness,treasure,1,Zero Graviga,Middle Zone,secret-episode-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Realm_of_Darkness
bbsfm:aqua:secret-episode:treasure:2,Aqua,secret-episode,Realm of Darkness,treasure,2,Blackout,Lower Zone,secret-episode-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Realm_of_Darkness
bbsfm:aqua:secret-episode:treasure:3,Aqua,secret-episode,Realm of Darkness,treasure,3,Balloon Letter,Middle Zone,secret-episode-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Realm_of_Darkness
bbsfm:aqua:secret-episode:treasure:4,Aqua,secret-episode,Realm of Darkness,treasure,4,Chaos Crystal,Lower Zone,secret-episode-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Realm_of_Darkness
bbsfm:aqua:secret-episode:treasure:5,Aqua,secret-episode,Realm of Darkness,treasure,5,Secret Gem,Lower Zone,secret-episode-collectibles,area-only; precise directions pending; conflicting area source,https://www.khwiki.com/Game:Realm_of_Darkness
bbsfm:aqua:secret-episode:treasure:6,Aqua,secret-episode,Realm of Darkness,treasure,6,Transcendence,Lower Zone,secret-episode-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Realm_of_Darkness
bbsfm:aqua:secret-episode:treasure:7,Aqua,secret-episode,Realm of Darkness,treasure,7,Triple Firaga,Upper Zone,secret-episode-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Realm_of_Darkness
bbsfm:aqua:secret-episode:treasure:8,Aqua,secret-episode,Realm of Darkness,treasure,8,Megalixir,Upper Zone,secret-episode-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Realm_of_Darkness
bbsfm:terra:enchanted-dominion:sticker:balloon-sticker:forest-clearing,Terra,main,Enchanted Dominion,sticker,,Balloon Sticker,Forest Clearing,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:terra:enchanted-dominion:sticker:huey-sticker:audience-chamber,Terra,main,Enchanted Dominion,sticker,,Huey Sticker,Audience Chamber,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:terra:enchanted-dominion:sticker:flying-balloon-sticker:tower-room,Terra,main,Enchanted Dominion,sticker,,Flying Balloon Sticker,Tower Room,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:terra:dwarf-woodlands:sticker:louie-sticker:underground-waterway,Terra,main,Dwarf Woodlands,sticker,,Louie Sticker,Underground Waterway,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:terra:dwarf-woodlands:sticker:balloon-sticker:flower-glade,Terra,main,Dwarf Woodlands,sticker,,Balloon Sticker,Flower Glade,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:terra:castle-of-dreams:sticker:traffic-cone-sticker:the-chateau,Terra,main,Castle of Dreams,sticker,,Traffic Cone Sticker,The Chateau,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:terra:enchanted-dominion:sticker:flying-balloon-sticker:passage,Terra,main,Enchanted Dominion,sticker,,Flying Balloon Sticker,Passage,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:terra:mysterious-tower:sticker:balloon-sticker:sorcerer-s-chamber,Terra,main,Mysterious Tower,sticker,,Balloon Sticker,Sorcerer's Chamber,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:terra:radiant-garden:sticker:flying-balloon-sticker:central-square,Terra,main,Radiant Garden,sticker,,Flying Balloon Sticker,Central Square,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:terra:radiant-garden:sticker:dale-sticker:fountain-court,Terra,main,Radiant Garden,sticker,,Dale Sticker,Fountain Court,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:terra:radiant-garden:sticker:airplane-sticker:outer-gardens,Terra,main,Radiant Garden,sticker,,Airplane Sticker,Outer Gardens,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:terra:disney-town:sticker:traffic-cone-sticker:raceway,Terra,main,Disney Town,sticker,,Traffic Cone Sticker,Raceway,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:terra:disney-town:sticker:pete-sticker:gizmo-gallery,Terra,main,Disney Town,sticker,,Pete Sticker,Gizmo Gallery,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:terra:olympus-coliseum:sticker:balloon-sticker:coliseum-gates,Terra,main,Olympus Coliseum,sticker,,Balloon Sticker,Coliseum Gates,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:terra:deep-space:sticker:flying-balloon-sticker:turo-prison-block,Terra,main,Deep Space,sticker,,Flying Balloon Sticker,Turo Prison Block,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:terra:deep-space:sticker:ufo-sticker:ship-corridor,Terra,main,Deep Space,sticker,,UFO Sticker,Ship Corridor,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:terra:neverland:sticker:rainbow-sticker:rainbow-falls-base,Terra,main,Neverland,sticker,,Rainbow Sticker,Rainbow Falls: Base,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:terra:neverland:sticker:chip-sticker:skull-rock-entrance,Terra,main,Neverland,sticker,,Chip Sticker,Skull Rock: Entrance,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:terra:neverland:sticker:dewey-sticker:peter-s-hideout,Terra,main,Neverland,sticker,,Dewey Sticker,Peter's Hideout,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:terra:keyblade-graveyard:sticker:traffic-cone-sticker:twister-trench,Terra,main,Keyblade Graveyard,sticker,,Traffic Cone Sticker,Twister Trench,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:ventus:dwarf-woodlands:sticker:balloon-sticker:mine-entrance,Ventus,main,Dwarf Woodlands,sticker,,Balloon Sticker,Mine Entrance,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:ventus:dwarf-woodlands:sticker:ice-cream-sticker:cottage-clearing,Ventus,main,Dwarf Woodlands,sticker,,Ice Cream Sticker,Cottage Clearing,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:ventus:castle-of-dreams:sticker:louie-sticker:mousehole,Ventus,main,Castle of Dreams,sticker,,Louie Sticker,Mousehole,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:ventus:castle-of-dreams:sticker:fireworks-sticker:cinderella-s-room,Ventus,main,Castle of Dreams,sticker,,Fireworks Sticker,Cinderella's Room,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:ventus:enchanted-dominion:sticker:dewey-sticker:audience-chamber,Ventus,main,Enchanted Dominion,sticker,,Dewey Sticker,Audience Chamber,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:ventus:enchanted-dominion:sticker:confetti-sticker:hall,Ventus,main,Enchanted Dominion,sticker,,Confetti Sticker,Hall,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:ventus:radiant-garden:sticker:ice-cream-sticker:gardens,Ventus,main,Radiant Garden,sticker,,Ice Cream Sticker,Gardens,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:ventus:radiant-garden:sticker:fireworks-sticker:front-doors,Ventus,main,Radiant Garden,sticker,,Fireworks Sticker,Front Doors,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:ventus:radiant-garden:sticker:huey-sticker:fountain-court,Ventus,main,Radiant Garden,sticker,,Huey Sticker,Fountain Court,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:ventus:disney-town:sticker:chip-sticker:raceway,Ventus,main,Disney Town,sticker,,Chip Sticker,Raceway,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
